,text,response,label
8720,A creative research question for a jungle containing no human life is what unstudied species are in this jungle and how do they interact with known species?,what unstudied species are in this jungle and how do they interact with known species?,0.5892167
8721,A creative research question for a new planet outside of our galaxy is are there any living species on this planet,are there any living species on this planet,0.36201036
8722,A creative research question for an unexplored part of the ocean floor is what types of fish and plants can survive this deep in the ocean?,what types of fish and plants can survive this deep in the ocean?,0.37383145
8723,A creative hypothesis for why water is warmer in one lake than another is test where the lakes are placed,test where the lakes are placed,0.18166223
8724,A creative experiment for testing friendliness at different schools is visit multiple schools,visit multiple schools,0.2519095
8725,A creative research question for an unexplored part of the ocean floor is how deep can the vehicle go?,how deep can the vehicle go?,0.33324322
8726,A creative research question for a new planet outside of our galaxy is how many lightyears away is this planet from earth,How many lightyears away is this planet from Earth,0.64335865
8727,A creative experiment for testing friendliness at different schools is have students from your school and another school hangout outside of school,have students from your school and another school hangout outside of school,0.55178124
8728,"A creative hypothesis for why stars disappear from the sky is as the sun becomes more visible, the stars disappear","as the sun becomes more visible, the stars disappear",0.334761
8729,A creative hypothesis for why dogs like one friend and cats like another is cats enjoy tall people,cats enjoy tall people,0.8166002
8730,A creative research question for a new planet outside of our galaxy is what resources are found on this planet,what resources are found on this planet,0.50045246
8731,A creative hypothesis for why stars disappear from the sky is there may be an eclipse or other solar system event preventing visibility of the stars by increasing the amount of light in the sky,there may be an eclipse or other solar system event preventing visibility of the stars by increasing the amount of light in the sky,0.67825735
8732,A creative hypothesis for why stars disappear from the sky is clouds are randomly forming in the sky,clouds are randomly forming in the sky,0.334761
8733,A creative hypothesis for why water is warmer in one lake than another is there is more water in one of the lakes,there is more water in one of the lakes,0.4002797
8734,A creative hypothesis for why stars disappear from the sky is i predict that some stars are falling therefore some are disappearing from the sky.,I predict that some stars are falling therefore some are disappearing from the sky.,0.18166223
8735,A creative research question for a remote island with nonverbal communication is how have they survived?,how have they survived?,0.3154023
8736,A creative research question for a robot that can learn and think like humans is how close to human can a robot be,how close to human can a robot be,0.54396117
8737,A creative hypothesis for why water is warmer in one lake than another is the colder lake is more spring fed,the colder lake is more spring fed,0.69165725
8738,A creative research question for a remote island with nonverbal communication is what is their means of communication,What is their means of communication,0.31759346
8739,A creative research question for an unexplored part of the ocean floor is is there any light found there?,is there any light found there?,0.49526238
8740,A creative research question for a jungle containing no human life is could this jungle sustain life?,could this jungle sustain life?,0.40911528
8741,A creative research question for an unexplored part of the ocean floor is what unidentified organisms live down here?,what unidentified organisms live down here?,0.37383145
8742,"A creative experiment for testing bird's understanding of human speech is during a wintery season where food is meager, inform them of a certain location that has a lot of food and observe if those birds come. you can make sure it is the same birds by tagging them","during a wintery season where food is meager, inform them of a certain location that has a lot of food and observe if those birds come. You can make sure it is the same birds by tagging them",0.69234127
8743,"A creative experiment for testing mind-reading abilities is have actors and your cousin sit in the same room. have your cousin write down the thoughts of the actors then go up to them, show the the notes, and see if any are accurate","have actors and your cousin sit in the same room. Have your cousin write down the thoughts of the actors then go up to them, show the the notes, and see if any are accurate",0.5080249
8744,A creative hypothesis for why dogs like one friend and cats like another is dog people are different than cat people,dog people are different than cat people,0.3889583
8745,A creative research question for a remote island with nonverbal communication is can they be taught to speak,can they be taught to speak,0.51139253
8746,A creative hypothesis for why stars disappear from the sky is if the stars are disappearing then it must be because of the sky,if the stars are disappearing then it must be because of the sky,0.28191546
8747,A creative experiment for testing bird's understanding of human speech is do a series of tests to see if birds will follow our instructions,do a series of tests to see if birds will follow our instructions,0.48400584
8748,A creative experiment for testing mind-reading abilities is read someones mind while they are taking a test,Read someones mind while they are taking a test,0.41033193
8749,A creative experiment for testing mind-reading abilities is have your cousin read someones mind from afar and then you walk up and ask them what they were thinking about,Have your cousin read someones mind from afar and then you walk up and ask them what they were thinking about,0.41033193
8750,A creative research question for a new planet outside of our galaxy is what is the temperature of this planet?,What is the temperature of this planet?,0.48297718
8751,A creative experiment for testing if animals have a sense of humor is get two types of different animals and see how they react differently to the same type of action,Get two types of different animals and see how they react differently to the same type of action,0.5740804
8752,A creative research question for an unexplored part of the ocean floor is are there any life forms that deep in the ocean,are there any life forms that deep in the ocean,0.21049882
8753,A creative experiment for testing bird's understanding of human speech is you measure bird brain activty in different partts as you talk around them and see if the results hint at comprehension,You measure bird brain activty in different partts as you talk around them and see if the results hint at comprehension,0.5919901
8754,A creative hypothesis for why water is warmer in one lake than another is the lake with cooler water possibly receives more rainfall,The lake with cooler water possibly receives more rainfall,0.7713764
8755,A creative hypothesis for why water is warmer in one lake than another is near one lake there may be a artificial facilities such as factories and nuclear plants so depositories and leftovers from those facilities cause the overall increase in the temperature; i.e. hot water released from factories,near one lake there may be a artificial facilities such as factories and nuclear plants so depositories and leftovers from those facilities cause the overall increase in the temperature; i.e. hot water released from factories,0.85615927
8756,A creative research question for a jungle containing no human life is how many different types of plant species grow here,how many different types of plant species grow here,0.43553546
8757,A creative hypothesis for why students sing in hallways at a new school is my new school has more outgoing students,my new school has more outgoing students,0.5597168
8758,A creative experiment for testing bird's understanding of human speech is you could do a brain scan eeg on the bird to see which parts of its brain are responding to speech,you could do a brain scan EEG on the bird to see which parts of its brain are responding to speech,0.67825735
8759,A creative hypothesis for why stars disappear from the sky is same as i stated in the last question; either light is affecting the ability to see or something is preventing them from being seen,same as I stated in the last question; either light is affecting the ability to see or something is preventing them from being seen,0.6252062
8760,A creative research question for a new planet outside of our galaxy is are there multi-cell organisms present?,Are there multi-cell organisms present?,0.50911164
8761,"A creative hypothesis for why students sing in hallways at a new school is your new school might have trained the kids to sing when dealing with stress. when the students are stressed about classes, they might sing to deal with those feelings. at your old school they may have taught you to deal with stress in a different way","your new school might have trained the kids to sing when dealing with stress. when the students are stressed about classes, they might sing to deal with those feelings. at your old school they may have taught you to deal with stress in a different way",0.85615927
8762,A creative hypothesis for why stars disappear from the sky is the stars are burning up and exploding causing them to disappear from our vision.,the stars are burning up and exploding causing them to disappear from our vision.,0.534262
8763,A creative research question for a jungle containing no human life is why haven't there been any previous researchers here?,Why haven't there been any previous researchers here?,0.50911164
8764,"A creative hypothesis for why water is warmer in one lake than another is the warmer lake is most likely smaller than the larger lake, therefore the sun will heat it more","The warmer lake is most likely smaller than the larger lake, therefore the sun will heat it more",0.40919104
8765,A creative research question for a jungle containing no human life is is this space inhabitable for humans?,Is this space inhabitable for humans?,0.33702528
8766,A creative hypothesis for why dogs like one friend and cats like another is one friend has a dog already other has cat,one friend has a dog already other has cat,0.35092863
8767,A creative hypothesis for why students sing in hallways at a new school is people at this school may be more confident and extroverted,people at this school may be more confident and extroverted,0.4189781
8768,A creative experiment for testing if animals have a sense of humor is measure different animals and humans interactions,measure different animals and humans interactions,0.26757768
8769,A creative research question for a jungle containing no human life is what kind of plants are here,what kind of plants are here,0.39329213
8770,A creative research question for a jungle containing no human life is is there a reason for no human life,is there a reason for no human life,0.43051985
8771,A creative experiment for testing friendliness at different schools is go to your school and see how many complimens your receive in a week. then have your friend from a different school see how many compliments they receive in a week.,Go to your school and see how many complimens your receive in a week. Then have your friend from a different school see how many compliments they receive in a week.,0.3662877
8772,A creative hypothesis for why students sing in hallways at a new school is if students are more comfortable with their friends then they will sing more in the hallway,If students are more comfortable with their friends then they will sing more in the hallway,0.4407843
8773,"A creative experiment for testing mind-reading abilities is you could have your cousin tell you what random individuals are thinking, some of whom would know their mind is being read, and then you could have all of the individuals tell you what they were thinking","you could have your cousin tell you what random individuals are thinking, some of whom would know their mind is being read, and then you could have all of the individuals tell you what they were thinking",0.41033193
8774,A creative hypothesis for why students sing in hallways at a new school is i hypothesize that students who are musical are more sociable,I hypothesize that students who are musical are more sociable,0.56272674
8775,A creative experiment for testing bird's understanding of human speech is do a mass survey of birds as the odds will be likely that one will respond,do a mass survey of birds as the odds will be likely that one will respond,0.70539683
8776,A creative hypothesis for why dogs like one friend and cats like another is one fried owns a dog,one fried owns a dog,0.44968757
8777,A creative experiment for testing bird's understanding of human speech is i could test different species of birds and the different topics that spark interest,I could test different species of birds and the different topics that spark interest,0.55189943
8778,"A creative hypothesis for why water is warmer in one lake than another is the lakes are of different depths, so one lake could be more shallow which could impact the temperature","the lakes are of different depths, so one lake could be more shallow which could impact the temperature",0.48461917
8779,A creative experiment for testing if animals have a sense of humor is study the animal all day long,study the animal all day long,0.26757768
8780,A creative experiment for testing bird's understanding of human speech is say bird who can hear me say what really fast and see if the bird says what,say bird who can hear me say what really fast and see if the bird says what,0.38069168
8781,A creative experiment for testing mind-reading abilities is have the cousin test his powers on yoy,Have the cousin test his powers on yoy,0.26798615
8782,A creative experiment for testing mind-reading abilities is create a scenario in which you bring a willing subject to participate in a test without telling them about the mind reading part. ,create a scenario in which you bring a willing subject to participate in a test without telling them about the mind reading part. ,0.48786828
8783,A creative hypothesis for why dogs like one friend and cats like another is is one of my friends more outgoing?,is one of my friends more outgoing?,0.44077945
8784,A creative research question for a remote island with nonverbal communication is how do they teach this language,How do they teach this language,0.4858967
8785,A creative research question for a remote island with nonverbal communication is how long have they lived here?,how long have they lived here?,0.35092863
8786,A creative research question for an unexplored part of the ocean floor is what kind of creatures can survive at that depth,What kind of creatures can survive at that depth,0.21049882
8787,A creative research question for a new planet outside of our galaxy is does this planet have any water?,does this planet have any water?,0.36815396
8788,A creative hypothesis for why stars disappear from the sky is astronomy,astronomy,0.18353207
8789,A creative research question for a jungle containing no human life is what makes this ecosystem uninhabitable for humans?,what makes this ecosystem uninhabitable for humans?,0.45356154
8790,A creative hypothesis for why water is warmer in one lake than another is the warmer lake houses more warm blooded animals who warm the water around them.,the warmer lake houses more warm blooded animals who warm the water around them.,0.57049
8791,A creative research question for a jungle containing no human life is what kinds of plants are there?,What kinds of plants are there?,0.41275284
8792,A creative research question for an unexplored part of the ocean floor is is there differences between the floor and the next deepest part of the ocean,Is there differences between the floor and the next deepest part of the ocean,0.55016387
8793,"A creative hypothesis for why dogs like one friend and cats like another is do they each have the animals that prefer them, so that they would then smell like them","do they each have the animals that prefer them, so that they would then smell like them",0.4189781
8794,A creative experiment for testing bird's understanding of human speech is talk to a sample of birds and monitor their actions and see if their actions make sense,talk to a sample of birds and monitor their actions and see if their actions make sense,0.2713057
8795,"A creative hypothesis for why dogs like one friend and cats like another is one friend may have cats at home, while the other has dogs at home, and the animals are attracted to similar smells","one friend may have cats at home, while the other has dogs at home, and the animals are attracted to similar smells",0.4002797
8796,A creative experiment for testing friendliness at different schools is put them in a public setting and see who makes more friends,put them in a public setting and see who makes more friends,0.4424204
8797,A creative research question for a jungle containing no human life is what kind of species thrive in this jungle,what kind of species thrive in this jungle,0.22916926
8798,A creative experiment for testing mind-reading abilities is find a group a friends and ask them a series of questions and have your cousin write down on a whiteboard what he thinks they're going to say,find a group a friends and ask them a series of questions and have your cousin write down on a whiteboard what he thinks they're going to say,0.46179873
8799,A creative experiment for testing mind-reading abilities is have them guess what you ae thinking,have them guess what you ae thinking,0.14542043
8800,A creative hypothesis for why dogs like one friend and cats like another is what hormones do they release,what hormones do they release,0.76482564
8801,A creative research question for a remote island with nonverbal communication is what is the weather like,what is the weather like,0.31759346
8802,A creative research question for a jungle containing no human life is is the jungle suitable for human life,Is the jungle suitable for human life,0.5964251
8803,A creative hypothesis for why students sing in hallways at a new school is this is a private school,This is a private school,0.39089257
8804,A creative experiment for testing mind-reading abilities is set up blind dates and see if their resposnes match to the dates,set up blind dates and see if their resposnes match to the dates,0.61265457
8805,"A creative experiment for testing bird's understanding of human speech is tell a bird where a reward is, like food, and wait to see if it finds it with out any external clues","tell a bird where a reward is, like food, and wait to see if it finds it with out any external clues",0.5340646
8806,A creative experiment for testing mind-reading abilities is ask for examples from the cousin,ask for examples from the cousin,0.2519095
8807,A creative hypothesis for why dogs like one friend and cats like another is one friend likes the dog better and is closer to the dog while the other is closer to the cat,One friend likes the dog better and is closer to the dog while the other is closer to the cat,0.3889583
8808,A creative experiment for testing bird's understanding of human speech is have birds react to different directions from humans and see if there are any signs of comphrension,have birds react to different directions from humans and see if there are any signs of comphrension,0.55189943
8809,A creative research question for a new planet outside of our galaxy is does this new planet contain water like some planets?,Does this new planet contain water like some planets?,0.42637166
8810,A creative hypothesis for why water is warmer in one lake than another is the lake that is warmer must have  more organism in it because the more organism the more mass of heat,the lake that is warmer must have  more organism in it because the more organism the more mass of heat,0.57049
8811,A creative research question for an unexplored part of the ocean floor is what evidence is there that the ocean floor is spreading,What evidence is there that the ocean floor is spreading,0.7553647
8812,A creative hypothesis for why dogs like one friend and cats like another is my dog likes my male friends more than my female friends,my dog likes my male friends more than my female friends,0.6298836
8813,A creative hypothesis for why students sing in hallways at a new school is people are educated about music more at this school than the other,People are educated about music more at this school than the other,0.65126896
8814,A creative research question for a new planet outside of our galaxy is is the atmospheric pressure suitable for human life?,is the atmospheric pressure suitable for human life?,0.6252062
8815,A creative experiment for testing if animals have a sense of humor is do various actions and see if the animals react to them and if they do what is their reaction and then continue to do actions similar to the one that got a reaction to see if there's a common theme,do various actions and see if the animals react to them and if they do what is their reaction and then continue to do actions similar to the one that got a reaction to see if there's a common theme,0.64335865
8816,A creative experiment for testing friendliness at different schools is create a personality survey which at the end students put which school they are from,create a personality survey which at the end students put which school they are from,0.65402013
8817,"A creative experiment for testing friendliness at different schools is do an act which could be responded to with kindness, such as dropping a pencil, so that it could be picked up, and record the proportion of students that respond with a kind act.","Do an act which could be responded to with kindness, such as dropping a pencil, so that it could be picked up, and record the proportion of students that respond with a kind act.",0.3662877
8818,A creative research question for an unexplored part of the ocean floor is what life can possibly be living down here,what life can possibly be living down here,0.21049882
8819,A creative research question for a robot that can learn and think like humans is how would the robot react to being presented with another less advanced robot that cannot think the way humans do?,how would the robot react to being presented with another less advanced robot that cannot think the way humans do?,0.7446185
8820,A creative research question for a new planet outside of our galaxy is is there any other life forms that live there,is there any other life forms that live there,0.3248986
8821,A creative research question for a remote island with nonverbal communication is why dont you speak,Why dont you speak,0.4264903
8822,A creative experiment for testing mind-reading abilities is the cousin could read peoples minds and then tell a third person what they believe theyre thinking about then ask the person whos mind was read if thats what they were thinking about,the cousin could read peoples minds and then tell a third person what they believe theyre thinking about then ask the person whos mind was read if thats what they were thinking about,0.41033193
8823,A creative experiment for testing if animals have a sense of humor is you can first look at what makes animal happy and then take the same thing and show it to a human and see how they react,You can first look at what makes animal happy and then take the same thing and show it to a human and see how they react,0.640578
8824,A creative hypothesis for why stars disappear from the sky is the stars are disappearing due to a blind spot in my eyes,the stars are disappearing due to a blind spot in my eyes,0.76766026
8825,A creative research question for a new planet outside of our galaxy is does the planet have the ability to grow vegetation?,Does the planet have the ability to grow vegetation?,0.50653255
8826,"A creative experiment for testing mind-reading abilities is i would have a person sit in front of my cousin and not tell them about the ability. i would then have them write down what they were thinking of just then. here, we could see if what the cousin wrote is comparable to what the person wrote. if it is, then the cousin can read minds.","i would have a person sit in front of my cousin and not tell them about the ability. i would then have them write down what they were thinking of just then. here, we could see if what the cousin wrote is comparable to what the person wrote. if it is, then the cousin can read minds.",0.46179873
8827,A creative experiment for testing bird's understanding of human speech is see if birds look at humans while humans talk to them,See if birds look at humans while humans talk to them,0.4930869
8828,A creative experiment for testing mind-reading abilities is read their mind,Read their mind,0.26798615
8829,A creative experiment for testing friendliness at different schools is create an interactional survey and have students at my school speak to a random selected group of people and students at another school speak to the same group and see who the group says is friendlier,Create an interactional survey and have students at my school speak to a random selected group of people and students at another school speak to the same group and see who the group says is friendlier,0.6420628
8830,A creative research question for a new planet outside of our galaxy is when was the last time somebody was on this planet,when was the last time somebody was on this planet,0.59059125
8831,A creative hypothesis for why students sing in hallways at a new school is there are less strict rules at this school,there are less strict rules at this school,0.62003696
8832,"A creative hypothesis for why water is warmer in one lake than another is if the sun has a favorite lake, then the sun will make one warmer than the other.","if the sun has a favorite lake, then the sun will make one warmer than the other.",0.2105981
8833,"A creative hypothesis for why water is warmer in one lake than another is even though they both get the same amount of sunlight, if one lake is in the shade more, it will be colder","Even though they both get the same amount of sunlight, if one lake is in the shade more, it will be colder",0.60413957
8834,A creative experiment for testing friendliness at different schools is test by randomly selecting five students from each grade level from yours and other schools and then see how friendly they react in different situations,test by randomly selecting five students from each grade level from yours and other schools and then see how friendly they react in different situations,0.4710773
8835,A creative research question for a new planet outside of our galaxy is how close is it to other galaxies and planets?,how close is it to other galaxies and planets?,0.54565376
8836,A creative hypothesis for why there are massive holds in a field is the holes may serve as a way to stop animals from being able to run around the field.,the holes may serve as a way to stop animals from being able to run around the field.,0.7633324
8837,A creative experiment for testing if animals have a sense of humor is giving them a game and figuring out if they laugh?,giving them a game and figuring out if they laugh?,0.46179873
8838,A creative research question for an unexplored part of the ocean floor is what landmarks are present underground,What landmarks are present underground,0.68886906
8839,A creative hypothesis for why students sing in hallways at a new school is school has a good choir,school has a good choir,0.39089257
8840,"A creative experiment for testing effects of water and sunlight on flower growth is isolate a gardens worth of flowers and control the amount of time a flower gets sunlight and how much water as well, and measure how the flowers are affected with a garden that is exposed to the elements","isolate a gardens worth of flowers and control the amount of time a flower gets sunlight and how much water as well, and measure how the flowers are affected with a garden that is exposed to the elements",0.46179873
8841,A creative hypothesis for why water is warmer in one lake than another is is the colder lake a larger area than the warmer one,is the colder lake a larger area than the warmer one,0.43388668
8842,A creative hypothesis for why there are massive holds in a field is something caused these holes in order to figure something out about the field,something caused these holes in order to figure something out about the field,0.4189781
8843,A creative experiment for testing if animals have a sense of humor is making jokes,making jokes,0.36201036
8844,A creative research question for a new planet outside of our galaxy is does this planet have life sustaining sources like food and water?,does this planet have life sustaining sources like food and water?,0.45296162
8845,A creative hypothesis for why there are massive holds in a field is aliens are trying to communicate,aliens are trying to communicate,0.85615927
8846,A creative experiment for testing mind-reading abilities is have the person try to read your mind later and then tell you afterward that they read your mind,have the person try to read your mind later and then tell you afterward that they read your mind,0.41033193
8847,A creative hypothesis for why students sing in hallways at a new school is do students at this school feel they are more talently gifted than that of the other school?,do students at this school feel they are more talently gifted than that of the other school?,0.6060079
8848,A creative research question for an unexplored part of the ocean floor is would the vehicle need a light,would the vehicle need a light,0.38085574
8849,A creative research question for a jungle containing no human life is can this environment support human life in long run without harm,Can this environment support human life in long run without harm,0.48653457
8850,A creative hypothesis for why water is warmer in one lake than another is the warmer one gets more sunlight,the warmer one gets more sunlight,0.2105981
8851,A creative hypothesis for why stars disappear from the sky is if stars are disappearing then space is not providng the proper elements for stars,if stars are disappearing then space is not providng the proper elements for stars,0.5008646
8852,"A creative experiment for testing friendliness at different schools is interview students and the teachers to see what kind of behaviors they think are friendly, and if they are exhibited in the school. do this for the first school and the second, and perhaps include a few other schools to help create more of an average","interview students and the teachers to see what kind of behaviors they think are friendly, and if they are exhibited in the school. do this for the first school and the second, and perhaps include a few other schools to help create more of an average",0.4544455
8853,A creative research question for a new planet outside of our galaxy is what's the combination of gases in this planet?,what's the combination of gases in this planet?,0.69835573
8854,"A creative hypothesis for why students sing in hallways at a new school is if more students sing, then teacher are more encouraging","if more students sing, then teacher are more encouraging",0.46356574
8855,A creative research question for a jungle containing no human life is are there predatory species in this jungle that have prevented humans from living there,Are there predatory species in this jungle that have prevented humans from living there,0.68451524
8856,A creative research question for a jungle containing no human life is what organisms and planets are encompassed within this jungle and how are they similar and different from what we know already about jungles,what organisms and planets are encompassed within this jungle and how are they similar and different from what we know already about jungles,0.612428
8857,A creative experiment for testing if animals have a sense of humor is watch how animals interact with each other,watch how animals interact with each other,0.26757768
8858,A creative hypothesis for why dogs like one friend and cats like another is the one friend is scared of cats,the one friend is scared of cats,0.49746856
8859,A creative research question for an unexplored part of the ocean floor is are their different particles/life present in the water?,are their different particles/life present in the water?,0.5106221
8860,A creative hypothesis for why water is warmer in one lake than another is is one lake in a colder region?,is one lake in a colder region?,0.4189781
8861,A creative research question for a jungle containing no human life is where is the jungle located?,where is the jungle located?,0.26752964
8862,A creative experiment for testing if animals have a sense of humor is deeply understand their brains,deeply understand their brains,0.20524369
8863,A creative hypothesis for why dogs like one friend and cats like another is does each friend either have a cat or dog of their own?,does each friend either have a cat or dog of their own?,0.44077945
8864,A creative hypothesis for why stars disappear from the sky is the world is a simulation,the world is a simulation,0.74859583
8865,A creative experiment for testing mind-reading abilities is i would tell my cousin to read my mind when i am unexpected,i would tell my cousin to read my mind when i am unexpected,0.3712218
8866,A creative research question for an unexplored part of the ocean floor is what is the temperature on this part of the ocean floor?,what is the temperature on this part of the ocean floor?,0.37856358
8867,A creative research question for a new planet outside of our galaxy is what might be some consquences or benefits of exploring this planet,What might be some consquences or benefits of exploring this planet,0.70224214
8868,A creative research question for a remote island with nonverbal communication is is there a mental disability?,is there a mental disability?,0.48786828
8869,"A creative experiment for testing if animals have a sense of humor is get two people and two animals and hook them up to neural sensors. study the part of the brain that activates when laughing for a human, and see if the animals ever show that same brain activity.","get two people and two animals and hook them up to neural sensors. Study the part of the brain that activates when laughing for a human, and see if the animals ever show that same brain activity.",0.7534678
8870,A creative research question for a jungle containing no human life is are there any species unknown to humans?,Are there any species unknown to humans?,0.33485132
8871,A creative experiment for testing mind-reading abilities is ask the cousin to read minds of those around him/her and afterwards ask the subjects of the mind reading what they were previously thinking about,ask the cousin to read minds of those around him/her and afterwards ask the subjects of the mind reading what they were previously thinking about,0.14542043
8872,"A creative experiment for testing mind-reading abilities is give someone a random word or thought to think about while the cousin is reading their mind, something out of character for this individual.","give someone a random word or thought to think about while the cousin is reading their mind, something out of character for this individual.",0.6395785
8873,A creative research question for a new planet outside of our galaxy is is it worth the journey away from earth?,Is it worth the journey away from earth?,0.55499095
8874,"A creative hypothesis for why stars disappear from the sky is as the night slowly begins to fade into light, less and less stars are visible from earth","as the night slowly begins to fade into light, less and less stars are visible from earth",0.334761
8875,A creative experiment for testing if animals have a sense of humor is randomly picking groups of certain animals and comparing their behavior to each other,randomly picking groups of certain animals and comparing their behavior to each other,0.36201036
8876,A creative hypothesis for why dogs like one friend and cats like another is dogs are smarter,dogs are smarter,0.69165725
8877,A creative research question for a new planet outside of our galaxy is how old is this planet,How old is this planet,0.5690741
8878,A creative research question for a jungle containing no human life is how long are the days?,How long are the days?,0.50911164
8879,A creative experiment for testing mind-reading abilities is test your theory in public with strangers,test your theory in public with strangers,0.26798615
8880,A creative experiment for testing if animals have a sense of humor is watch the interactions between 2 of the same animals. watch the interactions between 2 humans. compare the studies and try to find patterns in the animals behavior that are similar to the humans behavior and humor,watch the interactions between 2 of the same animals. watch the interactions between 2 humans. compare the studies and try to find patterns in the animals behavior that are similar to the humans behavior and humor,0.3901027
8881,A creative hypothesis for why dogs like one friend and cats like another is dogs are biologically programmed to act differently from cats.,Dogs are biologically programmed to act differently from cats.,0.6645917
8882,A creative hypothesis for why there are massive holds in a field is it is an efficient way to grow plants,it is an efficient way to grow plants,0.4189781
8883,A creative hypothesis for why dogs like one friend and cats like another is it is possible that your friends prefer the respective animals and therefore gravitate towards them giving them more affection.,It is possible that your friends prefer the respective animals and therefore gravitate towards them giving them more affection.,0.74157643
8884,A creative hypothesis for why students sing in hallways at a new school is students are happier in this school,students are happier in this school,0.49746856
8885,A creative research question for a new planet outside of our galaxy is what are sources are energy,what are sources are energy,0.85261595
8886,A creative research question for an unexplored part of the ocean floor is how much pressure is there at this point?,how much pressure is there at this point?,0.35092863
8887,A creative research question for a jungle containing no human life is why can the jungle not sustain human life?,why can the jungle not sustain human life?,0.41275284
8888,A creative experiment for testing mind-reading abilities is go to a mall and have your cousin 'read the minds' of random passerby. approach those passersby and ask what they were thinking about during the time she was doing the mind reading.,go to a mall and have your cousin 'read the minds' of random passerby. approach those passersby and ask what they were thinking about during the time she was doing the mind reading.,0.14542043
8889,A creative experiment for testing bird's understanding of human speech is saying different things that could be relevant to birds and seeing if their behavior changes,saying different things that could be relevant to birds and seeing if their behavior changes,0.42225713
8890,A creative experiment for testing mind-reading abilities is test with parents,test with parents,0.14542043
8891,A creative research question for a new planet outside of our galaxy is do i have any partners?,Do I have any partners?,0.22680521
8892,A creative hypothesis for why students sing in hallways at a new school is if the new school is more music orientated then students will sing mre,If the new school is more music orientated then students will sing mre,0.39089257
8893,A creative experiment for testing bird's understanding of human speech is compare birds' reactions to human speech to their reactions to other sounds,compare birds' reactions to human speech to their reactions to other sounds,0.43388668
8894,A creative experiment for testing if animals have a sense of humor is put them in different rooms,put them in different rooms,0.2519095
8895,A creative hypothesis for why dogs like one friend and cats like another is the person who is liked by cats might have a cat ,the person who is liked by cats might have a cat ,0.35092863
8896,A creative experiment for testing bird's understanding of human speech is speak to the bird about something birds are interested in,speak to the bird about something birds are interested in,0.42225713
8897,A creative hypothesis for why students sing in hallways at a new school is happier school,happier school,0.48786828
8898,A creative research question for a new planet outside of our galaxy is does it have its own moon,Does it have its own moon,0.4397201
8899,"A creative hypothesis for why dogs like one friend and cats like another is perhaps one friend has a personality that appeals to dogs, while the other friend's personality appeals to cats.","perhaps one friend has a personality that appeals to dogs, while the other friend's personality appeals to cats.",0.3324469
8900,A creative hypothesis for why water is warmer in one lake than another is the one has more fish living in it which makes it warmer,the one has more fish living in it which makes it warmer,0.49746856
8901,A creative hypothesis for why stars disappear from the sky is covering them,covering them,0.2105981
8902,A creative research question for an unexplored part of the ocean floor is what makes the car unsinkable,What makes the car unsinkable,0.37317127
8903,A creative research question for a jungle containing no human life is is there soil erosion?,Is there soil erosion?,0.63628626
8904,A creative hypothesis for why stars disappear from the sky is a source of light is increasing and making the stars disappear,a source of light is increasing and making the stars disappear,0.5656477
8905,A creative hypothesis for why stars disappear from the sky is the whole solar system is going to a new direction that we may never explored.,the whole solar system is going to a new direction that we may never explored.,0.66328096
8906,A creative research question for a new planet outside of our galaxy is can any technology roam the planet?,Can any technology roam the planet?,0.6301014
8907,A creative experiment for testing if animals have a sense of humor is speaking to them,speaking to them,0.24251492
8908,A creative hypothesis for why students sing in hallways at a new school is music is a more integral part of the education at the new school,music is a more integral part of the education at the new school,0.4002797
8909,A creative research question for a robot that can learn and think like humans is does this robot have emotion?,does this robot have emotion?,0.5134849
8910,A creative hypothesis for why stars disappear from the sky is all of the stars are dying and burning out,All of the stars are dying and burning out,0.62057436
8911,A creative experiment for testing if animals have a sense of humor is i could show humans how animals react to certain things and follow up with questions to see if they understand,I could show humans how animals react to certain things and follow up with questions to see if they understand,0.5740804
8912,A creative research question for a jungle containing no human life is how do they communicate,how do they communicate,0.53596634
8913,A creative research question for a remote island with nonverbal communication is how do they communicate without speaking,how do they communicate without speaking,0.34045896
8914,A creative experiment for testing friendliness at different schools is by testing their reaction to different situations,by testing their reaction to different situations,0.4002797
8915,A creative research question for a robot that can learn and think like humans is how does the robot run? like on batteries? or like a charging station?,how does the robot run? like on batteries? or like a charging station?,0.4258067
8916,"A creative experiment for testing mind-reading abilities is start a conversation with three people, including me, my cousin, and a third party. the third party doesn't know my cousin can read minds. tell my cousin to read the third party's mind and bring up the topic they were thinking about in the conversation. watch the third party's reaction to see if my cousin's mind reading was accurate.","Start a conversation with three people, including me, my cousin, and a third party. The third party doesn't know my cousin can read minds. Tell my cousin to read the third party's mind and bring up the topic they were thinking about in the conversation. Watch the third party's reaction to see if my cousin's mind reading was accurate.",0.5080249
