ID,item,prompt,response,jrt,text,label
94123-study_3-2348,13,13,students are expected to sing in the hallways,3.1552622,A creative hypothesis for why students sing in hallways at a new school is students are expected to sing in the hallways,0.56272674
91433-study_3-5868,9,9,ask cousin first what they are thinking then ask the person what they are thinking,1.5026238,A creative experiment for testing mind-reading abilities is ask cousin first what they are thinking then ask the person what they are thinking,0.26798615
128-study_1-4928,14,14,there is an incoming storm or it is cloudy which block the view of the stars,1.8770367,A creative hypothesis for why stars disappear from the sky is there is an incoming storm or it is cloudy which block the view of the stars,0.334761
92272-study_3-4739,0,0,what are birds reactions to humans,1.5212369,A creative experiment for testing bird's understanding of human speech is what are birds reactions to humans,0.2713057
93127-study_3-1802,7,7,Is the environment harmful,2.7280455,A creative research question for a jungle containing no human life is is the environment harmful,0.48653457
1-study_1-10,6,6,measure animals in their day to day lives to see if they show the same kind of humor responses humans show,2.081476,A creative experiment for testing if animals have a sense of humor is measure animals in their day to day lives to see if they show the same kind of humor responses humans show,0.3712218
36-study_4-16424,11,11,What gases are in the atmosphere?,3.603407,A creative research question for a new planet outside of our galaxy is what gases are in the atmosphere?,0.6426513
128-study_1-4933,7,7,what are the type of plants found in this jungle,2.0961084,A creative research question for a jungle containing no human life is what are the type of plants found in this jungle,0.37383145
48-study_2-6641,1,1,does the lack of spoken language limit their ability to express themselves?,4.128757,A creative research question for a remote island with nonverbal communication is does the lack of spoken language limit their ability to express themselves?,0.7363451
93879-study_3-1877,7,7,What animals are present on this island that may be related to animals found elsewhere,3.276603,A creative research question for a jungle containing no human life is what animals are present on this island that may be related to animals found elsewhere,0.5843673
1-study_1-37,10,10,did the high water pressure on this part of the ocean floor affect the tectonic plate movement when the continents were forming?,4.662539,A creative research question for an unexplored part of the ocean floor is did the high water pressure on this part of the ocean floor affect the tectonic plate movement when the continents were forming?,0.83154273
192-study_2-8830,9,9,by going up to strangers and asking them to choose a number between one and a million and then seeing if he chooses right,3.8030534,A creative experiment for testing mind-reading abilities is by going up to strangers and asking them to choose a number between one and a million and then seeing if he chooses right,0.67825735
93034-study_3-3740,8,8,are more species inhibiting one lake then another,2.294373,A creative hypothesis for why water is warmer in one lake than another is are more species inhibiting one lake then another,0.40919104
114-study_2-7620,2,2,animals can sense when an individual is comfortable around them ,2.2444065,A creative hypothesis for why dogs like one friend and cats like another is animals can sense when an individual is comfortable around them ,0.4002797
150-study_2-8184,2,2,"cats and dogs have preferences when it comes to humans, similar to humans with cats and dogs",2.2444065,"A creative hypothesis for why dogs like one friend and cats like another is cats and dogs have preferences when it comes to humans, similar to humans with cats and dogs",0.4002797
95-study_2-7346,9,9,ensure your cousin is connected to a lie detector test and have them read the minds of several people consecutively ensuring your cousin cannot be lying about the results.,4.128757,A creative experiment for testing mind-reading abilities is ensure your cousin is connected to a lie detector test and have them read the minds of several people consecutively ensuring your cousin cannot be lying about the results.,0.7363451
146-study_1-5680,13,13,people sing at this school because all students are required to take chorus,2.7893536,A creative hypothesis for why students sing in hallways at a new school is people sing at this school because all students are required to take chorus,0.49746856
132-study_1-5085,4,4,another experiment seeing how the students would treat a new student,3.09389,A creative experiment for testing friendliness at different schools is another experiment seeing how the students would treat a new student,0.55178124
18-study_2-6148,10,10,is this vehicle necessary?,1.9676902,A creative research question for an unexplored part of the ocean floor is is this vehicle necessary?,0.35092863
dupe_average,14,14,the stars are dying out,2.3644848,A creative hypothesis for why stars disappear from the sky is the stars are dying out,0.42169514
91832-study_3-5538,4,4,have them complete a survey,1.4455901,A creative experiment for testing friendliness at different schools is have them complete a survey,0.25781447
39-study_1-1445,4,4,record bullying rates from your school and other schools,3.09389,A creative experiment for testing friendliness at different schools is record bullying rates from your school and other schools,0.55178124
118-study_1-4528,5,5,the holes could be for storing large amounts of a certain seed,3.878188,A creative hypothesis for why there are massive holds in a field is the holes could be for storing large amounts of a certain seed,0.69165725
79-study_1-3001,2,2,do they each have food that the animal that prefers them would like to eat,2.7893536,A creative hypothesis for why dogs like one friend and cats like another is do they each have food that the animal that prefers them would like to eat,0.49746856
48-study_1-1860,10,10,how much water pressure is there at this newfound depth?,2.9071465,A creative research question for an unexplored part of the ocean floor is how much water pressure is there at this newfound depth?,0.5184764
92-study_2-7311,2,2,the energy of the friends can determine which animal takes more interest,2.7917216,A creative hypothesis for why dogs like one friend and cats like another is the energy of the friends can determine which animal takes more interest,0.4978909
140-study_1-5438,1,1,did any of these people communicate with spoken language previously and do they have any retention of spoken language?,3.915747,A creative research question for a remote island with nonverbal communication is did any of these people communicate with spoken language previously and do they have any retention of spoken language?,0.69835573
94049-study_3-3938,8,8,one lake is smaller than the other so it is easier for warmth to move through it,2.294373,A creative hypothesis for why water is warmer in one lake than another is one lake is smaller than the other so it is easier for warmth to move through it,0.40919104
90869-study_3-985,1,1,what kinds of organisms inhabit this island,2.724469,A creative research question for a remote island with nonverbal communication is what kinds of organisms inhabit this island,0.4858967
88-study_1-3319,4,4,travel to schools to see their beliefs and values,2.081476,A creative experiment for testing friendliness at different schools is travel to schools to see their beliefs and values,0.3712218
26-study_1-951,4,4,do a survey at 10 schools in the area to test the friendliness of kids,2.081476,A creative experiment for testing friendliness at different schools is do a survey at 10 schools in the area to test the friendliness of kids,0.3712218
92197-study_3-1837,7,7,is there any wild life,1.2849739,A creative research question for a jungle containing no human life is is there any wild life,0.22916926
dupe_average,10,10,what creatures live here?,1.7542945,A creative research question for an unexplored part of the ocean floor is what creatures live here?,0.31287047
91904-study_3-2550,13,13,they are a very musically involved school,2.1917717,A creative hypothesis for why students sing in hallways at a new school is they are a very musically involved school,0.39089257
93370-study_3-4702,0,0,try to communicate with birds,1.5212369,A creative experiment for testing bird's understanding of human speech is try to communicate with birds,0.2713057
27-study_1-995,8,8,that the lake receives more sunlight,1.1808436,A creative hypothesis for why water is warmer in one lake than another is that the lake receives more sunlight,0.2105981
133-study_1-5157,12,12,is this robot smarter than humans?,2.9535112,A creative research question for a robot that can learn and think like humans is is this robot smarter than humans?,0.5267454
93811-study_3-5053,6,6,play boring videos on a screen and see how animals react,3.2189233,A creative experiment for testing if animals have a sense of humor is play boring videos on a screen and see how animals react,0.5740804
dupe_average,11,11,is it safe,2.0258706,A creative research question for a new planet outside of our galaxy is is it safe,0.36130482
48-study_1-1836,9,9,have your cousin read the mind of a random stranger and then approach the stranger and ask what they were thinking,0.8153862,A creative experiment for testing mind-reading abilities is have your cousin read the mind of a random stranger and then approach the stranger and ask what they were thinking,0.14542043
93376-study_3-5532,4,4,"have students record the daily conversations they have with friends and strangers, categorize the results by adjectives and type of person and see if there are any patterns or differences in the groups",2.8499928,"A creative experiment for testing friendliness at different schools is have students record the daily conversations they have with friends and strangers, categorize the results by adjectives and type of person and see if there are any patterns or differences in the groups",0.5082833
126-study_2-7789,9,9,have him read his family members minds then go up to them and initiate a conversation.,2.8921347,A creative experiment for testing mind-reading abilities is have him read his family members minds then go up to them and initiate a conversation.,0.51579916
52-study_1-1954,4,4,ask students at your school and other schools for help with a task,3.09389,A creative experiment for testing friendliness at different schools is ask students at your school and other schools for help with a task,0.55178124
52-study_1-1948,0,0,"hang out around some birds and talk about destroying their favorite birdhouse. if they move, boom, they know",3.09389,"A creative experiment for testing bird's understanding of human speech is hang out around some birds and talk about destroying their favorite birdhouse. if they move, boom, they know",0.55178124
75-study_1-2871,2,2,the friend the dog likes may smell like other dogs and the other may smell like cats if they have them at home,2.3492498,A creative hypothesis for why dogs like one friend and cats like another is the friend the dog likes may smell like other dogs and the other may smell like cats if they have them at home,0.4189781
102-study_2-7446,2,2,"one friend only gives attention to the dog because they are not a cat person, therefore the cat does not like that friend",2.548119,"A creative hypothesis for why dogs like one friend and cats like another is one friend only gives attention to the dog because they are not a cat person, therefore the cat does not like that friend",0.4544455
93922-study_3-5565,4,4,I could use a survey that asked how many friends people have and how often they hang out with their friends. The survey would be given to a sample size from my school as well as from other schools.,2.8746774,A creative experiment for testing friendliness at different schools is i could use a survey that asked how many friends people have and how often they hang out with their friends. the survey would be given to a sample size from my school as well as from other schools.,0.5126857
48-study_4-16743,7,7,What is the ecosystem like?,3.1947944,A creative research question for a jungle containing no human life is what is the ecosystem like?,0.56977713
12-study_1-436,9,9,have your cousin tell people unprompted what they're thinking and see if they confirm or not,2.081476,A creative experiment for testing mind-reading abilities is have your cousin tell people unprompted what they're thinking and see if they confirm or not,0.3712218
36-study_1-1328,13,13,this school does not make students get in trouble for singing.,3.4766061,A creative hypothesis for why students sing in hallways at a new school is this school does not make students get in trouble for singing.,0.62003696
184-study_2-8702,10,10,what type of energy is needed to fuel this vehicle?,3.0107918,A creative research question for an unexplored part of the ocean floor is what type of energy is needed to fuel this vehicle?,0.5369611
41-study_1-1547,8,8,different species may be living in the lakes and consuming the sunlight differently,3.1716404,A creative hypothesis for why water is warmer in one lake than another is different species may be living in the lakes and consuming the sunlight differently,0.5656477
26-study_2-6277,13,13,the old school had different people with different tendencies,1.7114278,A creative hypothesis for why students sing in hallways at a new school is the old school had different people with different tendencies,0.3052254
93393-study_3-1423,11,11,what are the main elements that make up this planet and how are they similar or different to those that make up Earth,3.5917816,A creative research question for a new planet outside of our galaxy is what are the main elements that make up this planet and how are they similar or different to those that make up earth,0.640578
86-study_4-17811,11,11,Are new planets still developing?,2.4761298,A creative research question for a new planet outside of our galaxy is are new planets still developing?,0.44160655
93466-study_3-4094,8,8,The presence of a glacier is causing one lake to be cooler than the other,4.3251805,A creative hypothesis for why water is warmer in one lake than another is the presence of a glacier is causing one lake to be cooler than the other,0.7713764
89-study_1-3370,2,2,"one friend has a cat, and one has a dog, and these animals can smell it and prefer that person",2.3492498,"A creative hypothesis for why dogs like one friend and cats like another is one friend has a cat, and one has a dog, and these animals can smell it and prefer that person",0.4189781
150-study_2-8185,13,13,people at the school are happier,2.7355237,A creative hypothesis for why students sing in hallways at a new school is people at the school are happier,0.48786828
7-study_2-5970,7,7,does this jungle share similarities to other ecosystems? what's the apex predator that lives in this jungle? is this unknown jungle large?,4.163837,A creative research question for a jungle containing no human life is does this jungle share similarities to other ecosystems? what's the apex predator that lives in this jungle? is this unknown jungle large?,0.7426015
25-study_2-6252,4,4,send out a survey to all students in both schools and  compare the results,1.9676902,A creative experiment for testing friendliness at different schools is send out a survey to all students in both schools and  compare the results,0.35092863
94511-study_3-1028,1,1,who came up with this non verbal communication,3.9155967,A creative research question for a remote island with nonverbal communication is who came up with this non verbal communication,0.6983289
147-study_1-5737,11,11,is there any sign of aliens/ human life on the planet?,2.0961084,A creative research question for a new planet outside of our galaxy is is there any sign of aliens/ human life on the planet?,0.37383145
94314-study_3-2914,14,14,Stars begin to die after a certain amount of time,2.3949544,A creative hypothesis for why stars disappear from the sky is stars begin to die after a certain amount of time,0.42712927
83-study_1-3167,10,10,are their new species on the ocean floor that we don't already know about,2.0961084,A creative research question for an unexplored part of the ocean floor is are their new species on the ocean floor that we don't already know about,0.37383145
134-study_2-7934,11,11,what do you eat?,2.548119,A creative research question for a new planet outside of our galaxy is what do you eat?,0.4544455
93020-study_3-1196,11,11,has there been any life form in that planet,2.8060844,A creative research question for a new planet outside of our galaxy is has there been any life form in that planet,0.50045246
66-study_4-17278,7,7,What other species are in the jungle?,1.8897328,A creative research question for a jungle containing no human life is what other species are in the jungle?,0.33702528
93914-study_3-3388,2,2,"If dogs like some people better than others, then they prefer a certain gender",2.521441,"A creative hypothesis for why dogs like one friend and cats like another is if dogs like some people better than others, then they prefer a certain gender",0.44968757
93864-study_3-5254,6,6,wait for an animal to do something humorous to a human and to understand the animals humor,2.8060844,A creative experiment for testing if animals have a sense of humor is wait for an animal to do something humorous to a human and to understand the animals humor,0.50045246
42-study_1-1589,5,5,the holes could be due to animals digging through them,2.3492498,A creative hypothesis for why there are massive holds in a field is the holes could be due to animals digging through them,0.4189781
83-study_4-17700,7,7,Does the environment differ to regular jungles?,2.6467524,A creative research question for a jungle containing no human life is does the environment differ to regular jungles?,0.47203627
180-study_2-8641,7,7,what kind of plants and animals live their?,1.9676902,A creative research question for a jungle containing no human life is what kind of plants and animals live their?,0.35092863
90694-study_3-2048,7,7,what type of species orginate from this jungle,3.276603,A creative research question for a jungle containing no human life is what type of species orginate from this jungle,0.5843673
158-study_2-8280,14,14,the stars are dying and falling away,1.9676902,A creative hypothesis for why stars disappear from the sky is the stars are dying and falling away,0.35092863
101-study_1-3807,3,3,give one flower nothing but sunlight and water and compare it with a flower that does not have sunlight and water,2.081476,A creative experiment for testing effects of water and sunlight on flower growth is give one flower nothing but sunlight and water and compare it with a flower that does not have sunlight and water,0.3712218
91893-study_3-2876,14,14,one of the stars exploded and caused a chain reaction of exploding stars,2.3949544,A creative hypothesis for why stars disappear from the sky is one of the stars exploded and caused a chain reaction of exploding stars,0.42712927
48-study_2-6645,7,7,is the jungle in a tropical environment?,1.3753287,A creative research question for a jungle containing no human life is is the jungle in a tropical environment?,0.24528363
93996-study_3-1972,7,7,what kind of habitat occurs on the island,3.0484858,A creative research question for a jungle containing no human life is what kind of habitat occurs on the island,0.5436836
124-study_1-4769,4,4,having staff participate in a laboratory observation.,3.514393,A creative experiment for testing friendliness at different schools is having staff participate in a laboratory observation.,0.6267761
99-study_2-7420,11,11,how can the material found on this planet improve human life? ,4.6575127,A creative research question for a new planet outside of our galaxy is how can the material found on this planet improve human life? ,0.8306463
93137-study_3-2748,14,14,I hypothesis that the sun is near rising and illuminating the sky.,3.1010604,A creative hypothesis for why stars disappear from the sky is i hypothesis that the sun is near rising and illuminating the sky.,0.55306005
125-study_1-4813,4,4,research how friendly people are at other schools,2.081476,A creative experiment for testing friendliness at different schools is research how friendly people are at other schools,0.3712218
91316-study_3-1823,7,7,Is there any animals that you can catch,2.4420886,A creative research question for a jungle containing no human life is is there any animals that you can catch,0.43553546
99-study_4-18142,11,11,What galaxy is it in?,2.4655523,A creative research question for a new planet outside of our galaxy is what galaxy is it in?,0.4397201
119-study_4-18652,11,11,"What does it orbit? If not, what orbits it?",3.197477,"A creative research question for a new planet outside of our galaxy is what does it orbit? if not, what orbits it?",0.5702556
37-study_1-1350,3,3,"test different lighting settings, like computer light or light from a tanning bed.",3.959038,"A creative experiment for testing effects of water and sunlight on flower growth is test different lighting settings, like computer light or light from a tanning bed.",0.7060765
2-study_1-46,2,2,the one friend has a dog,2.3492498,A creative hypothesis for why dogs like one friend and cats like another is the one friend has a dog,0.4189781
21-study_1-775,14,14,aliens are coming and taking all the stars from space away,3.5318172,A creative hypothesis for why stars disappear from the sky is aliens are coming and taking all the stars from space away,0.6298836
54-study_1-2055,8,8,"one lake is warmer than the other lake because one has time to heat up due to their location of the sun when the sun rises, allowing for more time to heat up",2.7142053,"A creative hypothesis for why water is warmer in one lake than another is one lake is warmer than the other lake because one has time to heat up due to their location of the sun when the sun rises, allowing for more time to heat up",0.48406622
dupe_average,11,11,is there life,1.8536798,A creative research question for a new planet outside of our galaxy is is there life,0.3305954
84-study_2-7189,7,7,how far is it from human life?,2.2444065,A creative research question for a jungle containing no human life is how far is it from human life?,0.4002797
108-study_1-4076,3,3,"add nutrients to one plant and give another just the sun and water, then compare the results.",3.514393,"A creative experiment for testing effects of water and sunlight on flower growth is add nutrients to one plant and give another just the sun and water, then compare the results.",0.6267761
192-study_2-8834,2,2,one carries around dog treats and the other carries around cat treats,3.386769,A creative hypothesis for why dogs like one friend and cats like another is one carries around dog treats and the other carries around cat treats,0.6040149
113-study_4-18498,11,11,Could this plane have human exist on it?,2.3143444,A creative research question for a new planet outside of our galaxy is could this plane have human exist on it?,0.41275284
93895-study_3-4820,6,6,comparing the behavior between an animal by itself and its mood compared to a group of the same animal,3.2189233,A creative experiment for testing if animals have a sense of humor is comparing the behavior between an animal by itself and its mood compared to a group of the same animal,0.5740804
137-study_1-5304,1,1,how do they have conversation or alert each other ? any noises involved,3.1003327,A creative research question for a remote island with nonverbal communication is how do they have conversation or alert each other ? any noises involved,0.5529303
29-study_1-1072,9,9,ask them to read the mind of someone randomly and then ask the person after what they were thinking,0.8153862,A creative experiment for testing mind-reading abilities is ask them to read the mind of someone randomly and then ask the person after what they were thinking,0.14542043
93424-study_3-6179,9,9,Observe people in public have the cousin read their mind then ask what the person was thinking about,2.30077,A creative experiment for testing mind-reading abilities is observe people in public have the cousin read their mind then ask what the person was thinking about,0.41033193
94461-study_3-3979,8,8,someone peed in the one lake,2.6442266,A creative hypothesis for why water is warmer in one lake than another is someone peed in the one lake,0.47158584
93879-study_3-3807,8,8,"If one lake has more fish, then it will be warmer",2.7173057,"A creative hypothesis for why water is warmer in one lake than another is if one lake has more fish, then it will be warmer",0.48461917
91171-study_3-5716,4,4,survey about class,1.4455901,A creative experiment for testing friendliness at different schools is survey about class,0.25781447
92447-study_3-3188,14,14,What we thought to be stars are not actually stars,2.8083956,A creative hypothesis for why stars disappear from the sky is what we thought to be stars are not actually stars,0.5008646
81-study_4-17646,7,7,Is there water in the jungle?,1.3810165,A creative research question for a jungle containing no human life is is there water in the jungle?,0.24629804
94441-study_3-1593,11,11,whether civilization exists,2.8060844,A creative research question for a new planet outside of our galaxy is whether civilization exists,0.50045246
119-study_4-18651,11,11,Is their oxygen?,1.8775431,A creative research question for a new planet outside of our galaxy is is their oxygen?,0.33485132
139-study_1-5388,13,13,it was not allowed at your previous school making it seem different at the new school,3.1716404,A creative hypothesis for why students sing in hallways at a new school is it was not allowed at your previous school making it seem different at the new school,0.5656477
19-study_2-6166,11,11,is there any life on this planet such plant growth?,1.4124805,A creative research question for a new planet outside of our galaxy is is there any life on this planet such plant growth?,0.2519095
4-study_1-95,0,0,put a couple of birds in front of a movie and see if they pay attention or not,3.0160525,A creative experiment for testing bird's understanding of human speech is put a couple of birds in front of a movie and see if they pay attention or not,0.5378993
94073-study_3-4099,8,8,The species living in each lake have an effect on the temprature on the water,3.0616884,A creative hypothesis for why water is warmer in one lake than another is the species living in each lake have an effect on the temprature on the water,0.54603827
135-study_2-7953,11,11,is there any form of water on this planet?,2.548119,A creative research question for a new planet outside of our galaxy is is there any form of water on this planet?,0.4544455
93393-study_3-399,10,10,"what is the water pressure of the ocean at this depth, and is it possible for a human to survive exploration at this depth",3.5749967,"A creative research question for an unexplored part of the ocean floor is what is the water pressure of the ocean at this depth, and is it possible for a human to survive exploration at this depth",0.63758445
129-study_1-4953,6,6,compare the different humors of humans to that of animals,1.5003335,A creative experiment for testing if animals have a sense of humor is compare the different humors of humans to that of animals,0.26757768
91919-study_3-2795,14,14,"if the stars are disapearing one by one, they will eventually all disapear",2.8083956,"A creative hypothesis for why stars disappear from the sky is if the stars are disapearing one by one, they will eventually all disapear",0.5008646
93466-study_3-3004,14,14,The stars are disappearing due to an incoming asteroid blocking the visibility of the stars,3.1010604,A creative hypothesis for why stars disappear from the sky is the stars are disappearing due to an incoming asteroid blocking the visibility of the stars,0.55306005
91193-study_3-5935,9,9,bring participants in for a study and tell them that they have will be shown a series of images and have to write down what they feel once these iamages are shown. my cousin will be showing the images and also writing down what they feel if he is a mind reader.,3.4352124,A creative experiment for testing mind-reading abilities is bring participants in for a study and tell them that they have will be shown a series of images and have to write down what they feel once these iamages are shown. my cousin will be showing the images and also writing down what they feel if he is a mind reader.,0.61265457
93996-study_3-1216,11,11,how does life exist over here,2.0298264,A creative research question for a new planet outside of our galaxy is how does life exist over here,0.36201036
63-study_1-2404,2,2,the friend that the dog likes knows how to interact with dogs in a calming way,2.7893536,A creative hypothesis for why dogs like one friend and cats like another is the friend that the dog likes knows how to interact with dogs in a calming way,0.49746856
46-study_2-6615,14,14,are they disappearing or is there an explosion that takes place,2.4328437,A creative hypothesis for why stars disappear from the sky is are they disappearing or is there an explosion that takes place,0.43388668
18-study_1-626,9,9,"distribute a playing card to someone and ask them to read it. away from the person reading the card tell your cousin to say what card they had, without telling your cousin what card the had before them. repeat it tend times and see if they can get it right every time. if they don't get it right every time this superpower is not real.",3.514393,"A creative experiment for testing mind-reading abilities is distribute a playing card to someone and ask them to read it. away from the person reading the card tell your cousin to say what card they had, without telling your cousin what card the had before them. repeat it tend times and see if they can get it right every time. if they don't get it right every time this superpower is not real.",0.6267761
131-study_1-5076,12,12,can this robot complete tasks like a human?,2.3243515,A creative research question for a robot that can learn and think like humans is can this robot complete tasks like a human?,0.41453758
91303-study_3-5001,6,6,observe animals in natural habitat,2.0298264,A creative experiment for testing if animals have a sense of humor is observe animals in natural habitat,0.36201036
93120-study_3-698,1,1,"How did they create the new form of communication, how did they end up on the remote island, do they have the same ability to speak and create sounds as other humans",3.6991808,"A creative research question for a remote island with nonverbal communication is how did they create the new form of communication, how did they end up on the remote island, do they have the same ability to speak and create sounds as other humans",0.65973216
131-study_1-5056,8,8,the organisms in the one lake require a lower temperature to survive.,2.7657888,A creative hypothesis for why water is warmer in one lake than another is the organisms in the one lake require a lower temperature to survive.,0.4932659
83-study_1-3174,12,12,can it learn more than humans and store more information than a human,2.9961119,A creative research question for a robot that can learn and think like humans is can it learn more than humans and store more information than a human,0.534343
135-study_2-7948,10,10,are there new resources to be discovered from exploring this unknown floor?,3.5055904,A creative research question for an unexplored part of the ocean floor is are there new resources to be discovered from exploring this unknown floor?,0.6252062
91727-study_3-200,10,10,"In what ways have the wildlife had to adapt to this environment, like lack of light, difficulty hunting, etc",3.6411362,"A creative research question for an unexplored part of the ocean floor is in what ways have the wildlife had to adapt to this environment, like lack of light, difficulty hunting, etc",0.64938015
93396-study_3-1195,11,11,gravity constant of that plane,4.2942567,A creative research question for a new planet outside of our galaxy is gravity constant of that plane,0.7658612
94342-study_3-5036,6,6,"Observing social animals in the wild, note which specific actions cause humorous reactions.",2.8060844,"A creative experiment for testing if animals have a sense of humor is observing social animals in the wild, note which specific actions cause humorous reactions.",0.50045246
138-study_2-7988,0,0,observe the bird without it knowing. see how it responds to certain statements.,2.2444065,A creative experiment for testing bird's understanding of human speech is observe the bird without it knowing. see how it responds to certain statements.,0.4002797
93324-study_3-1561,11,11,What quality of air is present on this planet,2.8060844,A creative research question for a new planet outside of our galaxy is what quality of air is present on this planet,0.50045246
91918-study_3-1440,11,11,what do they think/know about Earth/Humans,2.4243286,A creative research question for a new planet outside of our galaxy is what do they think/know about earth/humans,0.43236804
91652-study_3-635,1,1,do they use morse code in the sand,2.889055,A creative research question for a remote island with nonverbal communication is do they use morse code in the sand,0.5152499
45-study_1-1709,9,9,ask the person what they were thinking after the cousin reads their mind,0.8153862,A creative experiment for testing mind-reading abilities is ask the person what they were thinking after the cousin reads their mind,0.14542043
151-study_1-5822,9,9,by sitting down with someone. my cousin in the other room. i would ask them to think of a phrase. before they say anything my cousin would write down what they think the person said,2.5893493,A creative experiment for testing mind-reading abilities is by sitting down with someone. my cousin in the other room. i would ask them to think of a phrase. before they say anything my cousin would write down what they think the person said,0.46179873
91258-study_3-5445,4,4,drop your books on the floor and see which students help,2.4808922,A creative experiment for testing friendliness at different schools is drop your books on the floor and see which students help,0.4424559
94342-study_3-4743,0,0,Yell at a eagle. See if it yells back.,1.5212369,A creative experiment for testing bird's understanding of human speech is yell at a eagle. see if it yells back.,0.2713057
93411-study_3-4312,0,0,Communicate to birds in ways that are relevant to their lives,2.367636,A creative experiment for testing bird's understanding of human speech is communicate to birds in ways that are relevant to their lives,0.42225713
63-study_2-6856,6,6,"similarly to animals, humans often don't understand what animals are saying or thinking . this shows that some animals may have humor",1.0658507,"A creative experiment for testing if animals have a sense of humor is similarly to animals, humans often don't understand what animals are saying or thinking . this shows that some animals may have humor",0.19008964
16-study_1-584,7,7,what event occurred in this jungle keeping all human life out?,2.5246613,A creative research question for a jungle containing no human life is what event occurred in this jungle keeping all human life out?,0.4502619
159-study_2-8289,0,0,try and say something to them that might matter and see if they react,2.7355237,A creative experiment for testing bird's understanding of human speech is try and say something to them that might matter and see if they react,0.48786828
147-study_1-5730,7,7,how can you tell that there has not been humans here before and compromised with the jungle?,3.6241689,A creative research question for a jungle containing no human life is how can you tell that there has not been humans here before and compromised with the jungle?,0.64635414
26-study_2-6267,4,4,interact with the people at my school,1.9676902,A creative experiment for testing friendliness at different schools is interact with the people at my school,0.35092863
93787-study_3-5753,4,4,"Tell students at both schools a secret, and see who keeps the secret longer.",3.7864373,"A creative experiment for testing friendliness at different schools is tell students at both schools a secret, and see who keeps the secret longer.",0.6752939
22-study_1-793,3,3,"some get water, some get light, some get both",2.081476,"A creative experiment for testing effects of water and sunlight on flower growth is some get water, some get light, some get both",0.3712218
93876-study_3-3238,2,2,cats are mean,2.747155,A creative hypothesis for why dogs like one friend and cats like another is cats are mean,0.48994267
120-study_1-4593,0,0,gather birds and make them listen to recordings on killing birds to see how the birds respond,3.514393,A creative experiment for testing bird's understanding of human speech is gather birds and make them listen to recordings on killing birds to see how the birds respond,0.6267761
156-study_2-8245,2,2,the friend that the dog goes to tend to greet the dog the most and vice versa with the friend who greets the cat,2.994551,A creative hypothesis for why dogs like one friend and cats like another is the friend that the dog goes to tend to greet the dog the most and vice versa with the friend who greets the cat,0.5340646
16-study_1-561,6,6,you could expose both animals and humans to funny stimuli and using a fmri watch what parts of the brain are activated when exposed to funny stimuli,3.959038,A creative experiment for testing if animals have a sense of humor is you could expose both animals and humans to funny stimuli and using a fmri watch what parts of the brain are activated when exposed to funny stimuli,0.7060765
92272-study_3-2010,7,7,What other animals are located in this jungle,1.2849739,A creative research question for a jungle containing no human life is what other animals are located in this jungle,0.22916926
12-study_1-458,7,7,what has made this jungle unreachable for the scientific community to research and investigate,2.0649595,A creative research question for a jungle containing no human life is what has made this jungle unreachable for the scientific community to research and investigate,0.36827618
105-study_1-3959,8,8,the water temperatures are different due to the amount and species of algae in the lakes,3.1716404,A creative hypothesis for why water is warmer in one lake than another is the water temperatures are different due to the amount and species of algae in the lakes,0.5656477
91693-study_3-6197,9,9,Put the person in a stressful situation and see if they can read what they are saying,2.943856,A creative experiment for testing mind-reading abilities is put the person in a stressful situation and see if they can read what they are saying,0.5250234
71-study_1-2729,7,7,what insects or animals that haven't been discovered yet exist in this jungle?,2.3314054,A creative research question for a jungle containing no human life is what insects or animals that haven't been discovered yet exist in this jungle?,0.4157956
93-study_1-3465,3,3,set up an experiment comparing how sunlight and water affects how a plant grows and how other things would affect how a plant grows,1.5003335,A creative experiment for testing effects of water and sunlight on flower growth is set up an experiment comparing how sunlight and water affects how a plant grows and how other things would affect how a plant grows,0.26757768
148-study_2-8144,0,0,you can build the birds nests and see how they react,2.548119,A creative experiment for testing bird's understanding of human speech is you can build the birds nests and see how they react,0.4544455
147-study_1-5740,12,12,"can they participate in normal human activities like sports, hobbies, crafts etc.?",3.4590619,"A creative research question for a robot that can learn and think like humans is can they participate in normal human activities like sports, hobbies, crafts etc.?",0.616908
204-study_2-9046,10,10,how is this place different from the places we have explored ,2.2444065,A creative research question for an unexplored part of the ocean floor is how is this place different from the places we have explored ,0.4002797
173-study_2-8524,11,11,how many people could inhabit this planet,3.9935424,A creative research question for a new planet outside of our galaxy is how many people could inhabit this planet,0.7122302
88-study_1-3338,14,14,there is a cloud covering the stars,1.8770367,A creative hypothesis for why stars disappear from the sky is there is a cloud covering the stars,0.334761
93896-study_3-5835,4,4,you could set up a scenario of someone needing help and see which school has students help,2.480693,A creative experiment for testing friendliness at different schools is you could set up a scenario of someone needing help and see which school has students help,0.4424204
93509-study_3-5293,6,6,you could show the animal something that humans find funny and something they may find funny or that they react to,2.0298264,A creative experiment for testing if animals have a sense of humor is you could show the animal something that humans find funny and something they may find funny or that they react to,0.36201036
111-study_1-4242,10,10,what is the level of light that penetrates to this part of the ocean?,3.292967,A creative research question for an unexplored part of the ocean floor is what is the level of light that penetrates to this part of the ocean?,0.58728576
dupe_average,13,13,they like music,2.0279164,A creative hypothesis for why students sing in hallways at a new school is they like music,0.36166972
